114,2290,15960,15847,
115,2310,15965,15849,
116,2330,15970,15850,
117,2350,15974,15853,
118,2371,15980,15855,
119,2390,15986,15857,
120,2411,15990,15858,
121,2430,15994,15860,
122,2451,16000,15862,
123,2471,16006,15865,
124,2491,16014,15868,
125,2511,16022,15870,
126,2531,16030,15873,
127,2551,16040,15877,
128,2571,16049,15880,
129,2591,16054,15881,
130,2612,16038,15874,
131,2632,15993,15854,
132,2652,15948,15835,
133,2672,15919,15822,
134,2692,15904,15816,
135,2712,15900,15815,
136,2732,15904,15817,
137,2752,15908,15818,
138,2772,15911,15819,
139,2792,15911,15819,
140,2812,15913,15820,
141,2833,15916,15821,
142,2852,15922,15824,
143,2873,15932,15828,
144,2893,15938,15829,
145,2913,15944,15831,
146,2933,15947,15832,
147,2953,15949,15834,
148,2973,15951,15835,
149,2994,15955,15837,
150,3013,15959,15838,
151,3034,15965,15840,
152,3053,15970,15843,
153,3074,15977,15846,
154,3094,15983,15849,
155,3114,15987,15851,
156,3134,15992,15852,
157,3154,15996,15853,
158,3174,16000,15855,
159,3194,16004,15858,
160,3215,16008,15859,
161,3234,16011,15861,
162,3255,16014,15862,
163,3274,16018,15864,
164,3295,16023,15865,
165,3315,16027,15868,
166,3335,16033,15871,
167,3355,16036,15871,
168,3375,16025,15865,
169,3395,15988,15848,
170,3415,15945,15831,
171,3435,15912,15817,
172,3456,15894,15811,
173,3475,15890,15809,
174,3496,15890,15809,
175,3515,15892,15810,
176,3536,15894,15811,
177,3556,15895,15811,
178,3576,15895,15811,
179,3596,15898,15812,
180,3616,15905,15814,
181,3636,15914,15818,
182,3656,15922,15822,
183,3676,15930,15825,
184,3696,15935,15827,
185,3717,15939,15829,
186,3736,15941,15831,
187,3757,15946,15832,
188,3777,15951,15834,
189,3797,15958,15837,
190,3817,15967,15841,
191,3837,15976,15845,
192,3857,15987,15850,
193,3877,15997,15855,
194,3897,16007,15859,
195,3918,16017,15864,
196,3937,16030,15869,
197,3958,16040,15873,
198,3978,16049,15876,
199,3998,16058,15880,
200,4018,16068,15884,
201,4038,16078,15888,
202,4058,16088,15892,
203,4078,16096,15895,
204,4098,16105,15898,
205,4118,16113,15901,
206,4138,16121,15904,
207,4158,16130,15908,
208,4179,16138,15911,
209,4199,16134,15909,
210,4219,16094,15890,
211,4239,16024,15861,
212,4259,15967,15837,
213,4279,15936,15825,
214,4299,15922,15819,
215,4319,15919,15818,
216,4339,15921,15818,
217,4360,15923,15818,
218,4380,15923,15819,
219,4400,15922,15819,
220,4420,15921,15818,
221,4440,15922,15818,
222,4460,15926,15819,
223,4480,15934,15822,
224,4500,15942,15826,
225,4520,15949,15829,
226,4541,15954,15831,
227,4560,15959,15833,
228,4581,15963,15834,
229,4600,15967,15834,
230,4621,15973,15837,
231,4640,15980,15839,
232,4661,15987,15843,
233,4681,15996,15847,
234,4701,16006,15850,
235,4721,16014,15853,
236,4741,16022,15857,
237,4761,16030,15860,
238,4781,16039,15863,
239,4802,16049,15866,
240,4822,16060,15870,
241,4842,16068,15873,
242,4862,16075,15876,
243,4882,16083,15879,
244,4902,16091,15882,
245,4922,16100,15886,
246,4942,16108,15889,
247,4962,16116,15892,
248,4982,16123,15895,
249,5002,16131,15899,
250,5023,16142,15902,
251,5042,16153,15906,
252,5063,16157,15907,
253,5083,16131,15895,
254,5103,16067,15867,
255,5123,16005,15842,
256,5143,15968,15827,
257,5163,15951,15819,
258,5183,15946,15817,
259,5203,15948,15818,
260,5223,15952,15819,
261,5244,15955,15821,
262,5263,15956,15821,
263,5284,15956,15821,
264,5304,15958,15821,
265,5324,15964,15823,
266,5344,15973,15827,
267,5364,15981,15831,
268,5384,15989,15833,
269,5405,15996,15836,
270,5424,16000,15837,
271,5444,16005,15839,
272,5465,16009,15841,
273,5485,16015,15843,
274,5505,16023,15846,
275,5525,16031,15850,
276,5545,16041,15852,
277,5565,16051,15856,
278,5585,16061,15860,
279,5605,16071,15864,
280,5625,16081,15868,
281,5646,16091,15870,
282,5665,16100,15875,
283,5686,16109,15878,
284,5706,16118,15882,
285,5726,16127,15886,
286,5746,16136,15889,
287,5766,16143,15891,
288,5786,16150,15894,
289,5806,16156,15896,
290,5826,16165,15899,
291,5846,16171,15902,
292,5866,16179,15905,
293,5887,16187,15908,
294,5906,16191,15909,
295,5927,16172,15900,
296,5947,16114,15876,
297,5967,16049,15848,
298,5987,16007,15831,
299,6007,15989,15823,
300,6027,15984,15821,
301,6047,15985,15823,
302,6067,15989,15824,
303,6088,15994,15826,
304,6107,15998,15827,
305,6128,16000,15827,
306,6147,16004,15830,
307,6168,16012,15832,
308,6188,16021,15836,
309,6208,16028,15839,
310,6228,16033,15841,
311,6248,16036,15842,
312,6268,16038,15843,
313,6289,16041,15844,
314,6308,16045,15846,
315,6329,16051,15849,
316,6349,16059,15852,
317,6369,16068,15855,
318,6388,16077,15858,
319,6409,16088,15863,
320,6429,16097,15867,
321,6449,16107,15871,
322,6469,16116,15874,
323,6489,16124,15877,
324,6509,16133,15880,
325,6530,16140,15883,
326,6549,16146,15886,
327,6570,16151,15888,
328,6590,16156,15890,
329,6610,16162,15892,
330,6630,16168,15894,
331,6650,16175,15897,
332,6670,16182,15900,
333,6690,16180,15899,
334,6710,16147,15884,
335,6730,16083,15857,
336,6751,16027,15833,
337,6771,15996,15821,
338,6790,15981,15816,
339,6811,15978,15815,
340,6831,15980,15817,
341,6851,15983,15817,
342,6871,15985,15817,
343,6891,15986,15818,
344,6911,15987,15819,
345,6931,15990,15820,
346,6951,15998,15823,
347,6971,16007,15826,
348,6991,16014,15829,
349,7012,16018,15831,
350,7032,16021,15832,
351,7052,16024,15833,
352,7072,16028,15835,
353,7092,16034,15837,
354,7112,16041,15839,
355,7132,16049,15842,
356,7152,16060,15846,
357,7173,16071,15851,
358,7192,16083,15856,
359,7213,16091,15859,
360,7232,16100,15863,
361,7253,16109,15867,
362,7273,16117,15870,
363,7293,16124,15873,
364,7313,16131,15876,
365,7333,16136,15878,
366,7353,16141,15879,
367,7373,16145,15882,
368,7394,16151,15884,
369,7413,16156,15886,
370,7434,16162,15889,
371,7453,16167,15891,
372,7474,16175,15893,
373,7494,16182,15896,
374,7514,16188,15899,
375,7534,16182,15895,
376,7554,16136,15875,
377,7574,16067,15846,
378,7594,16014,15825,
379,7614,15983,15813,
380,7635,15968,15807,
381,7655,15965,15808,
382,7675,15968,15809,
383,7695,15970,15809,
384,7715,15972,15809,
385,7735,15972,15809,
386,7755,15972,15810,
387,7775,15975,15810,
388,7795,15981,15813,
389,7815,15989,15816,
390,7836,15996,15819,
391,7855,16002,15821,
392,7875,16007,15823,
393,7895,16010,15824,
394,7916,16014,15825,
395,7936,16018,15827,
396,7956,16023,15828,
397,7976,16029,15831,
398,7996,16036,15834,
399,8016,16044,15837,
400,8036,16052,15840,
401,8056,16061,15843,
402,8076,16068,15845,
403,8097,16076,15849,
404,8117,16083,15851,
405,8137,16092,15855,
406,8157,16100,15858,
407,8177,16107,15861,
408,8197,16114,15863,
409,8217,16121,15867,
410,8237,16130,15870,
411,8258,16139,15875,
412,8277,16148,15878,
413,8298,16156,15881,
414,8318,16164,15884,
415,8338,16171,15887,
416,8357,16178,15889,
417,8378,16187,15893,
418,8398,16196,15897,
419,8418,16204,15899,
420,8438,16191,15894,
421,8458,16137,15869,
422,8478,16065,15840,
423,8498,16017,15821,
424,8519,15989,15810,
425,8538,15979,15806,
426,8559,15978,15806,
427,8578,15981,15807,
428,8599,15984,15808,
429,8619,15985,15808,
430,8639,15986,15808,
431,8659,15985,15808,
432,8679,15987,15808,
433,8700,15991,15809,
434,8719,15997,15813,
435,8740,16004,15815,
436,8759,16009,15817,
437,8780,16014,15818,
438,8800,16016,15819,
439,8820,16019,15820,
440,8840,16022,15821,
441,8860,16027,15824,
442,8880,16034,15826,
443,8900,16040,15828,
444,8920,16047,15831,
445,8940,16055,15834,
446,8961,16062,15837,
447,8980,16070,15840,
448,9001,16078,15843,
449,9021,16085,15846,
450,9041,16092,15848,
451,9061,16099,15850,
452,9081,16106,15854,
453,9101,16113,15857,
454,9121,16120,15860,
455,9141,16128,15862,
456,9162,16135,15864,
457,9181,16142,15867,
458,9202,16148,15870,
459,9221,16154,15873,
460,9242,16161,15875,
461,9262,16168,15877,
462,9282,16177,15881,
463,9302,16185,15885,
464,9322,16189,15886,
465,9349,16171,15878,
466,9363,16115,15853,
467,9382,16053,15828,
468,9403,16015,15812,
469,9423,15993,15804,
470,9443,15986,15801,
471,9463,15986,15802,
472,9483,15991,15803,
473,9503,15994,15805,
474,9523,15997,15805,
475,9543,15997,15805,
476,9563,15999,15807,
477,9583,16002,15807,
478,9603,16009,15810,
479,9624,16017,15811,
480,9643,16020,15813,
481,9664,16024,15814,
482,9684,16025,15815,
483,9704,16028,15817,
484,9724,16032,15818,
485,9744,16037,15819,
486,9764,16043,15821,
487,9784,16050,15824,
488,9804,16057,15827,
489,9825,16065,15830,
490,9844,16072,15832,
491,9871,16080,15835,
492,9885,16086,15838,
493,9905,16093,15841,
494,9925,16098,15843,
495,9945,16104,15845,
496,9965,16110,15848,
497,9985,16116,15850,
498,10005,16122,15852,
499,10026,16127,15853,
500,10045,16134,15857,
501,10066,16141,15860,
502,10086,16149,15863,
503,10106,16157,15866,
504,10126,16154,15863,
505,10146,16119,15848,
506,10166,16066,15826,
507,10186,16025,15810,
508,10206,16000,15800,
509,10226,15990,15796,
510,10246,15991,15796,
511,10266,15994,15798,
512,10286,15998,15799,
513,10307,16001,15801,
514,10327,16004,15802,
515,10347,16008,15804,
516,10367,16014,15805,
517,10392,16021,15808,
518,10407,16026,15810,
519,10427,16030,15812,
520,10447,16032,15812,
521,10467,16033,15813,
522,10488,16035,15813,
523,10507,16037,15814,
524,10528,16041,15816,
525,10548,16046,15818,
526,10568,16053,15821,
527,10588,16060,15823,
528,10608,16069,15827,
529,10628,16076,15828,
530,10648,16083,15832,
531,10668,16091,15835,
532,10689,16097,15838,
533,10708,16105,15841,
534,10729,16111,15843,
535,10749,16117,15846,
536,10769,16123,15848,
537,10789,16129,15850,
538,10809,16133,15852,
539,10829,16139,15854,
540,10849,16143,15857,
541,10869,16149,15859,
542,10890,16157,15862,
543,10911,16164,15865,
544,10929,16168,15865,
545,10950,16150,15857,
546,10970,16098,15835,
547,10990,16044,15813,
548,11010,16007,15798,
549,11030,15987,15791,
550,11050,15982,15789,
551,11070,15983,15789,
552,11090,15987,15791,
553,11110,15989,15791,
554,11130,15990,15791,
555,11151,15990,15791,
556,11170,15990,15791,
557,11190,15994,15793,
558,11211,16000,15795,
559,11231,16007,15797,
560,11251,16011,15798,
561,11271,16013,15800,
562,11291,16015,15801,
563,11311,16018,15802,
564,11332,16022,15803,
565,11351,16026,15804,
566,11372,16030,15806,
567,11391,16036,15809,
568,11412,16042,15811,
569,11432,16049,15814,
570,11452,16056,15816,
571,11472,16063,15818,
572,11492,16069,15821,
573,11512,16075,15824,
574,11532,16081,15826,
575,11553,16087,15829,
576,11572,16093,15831,
577,11593,16100,15833,
578,11612,16106,15835,
579,11633,16111,15836,
580,11653,16115,15839,
581,11673,16122,15842,
582,11693,16127,15844,
583,11713,16134,15846,
584,11733,16142,15849,
585,11753,16149,15852,
586,11773,16157,15856,
587,11793,16154,15853,
588,11813,16118,15837,
589,11834,16061,15813,
590,11853,16015,15794,
591,11874,15988,15784,
592,11894,15977,15781,
593,11914,15976,15781,
594,11934,15978,15781,
595,11954,15981,15782,
596,11974,15981,15782,
597,11994,15981,15782,
598,12014,15980,15782,
599,12035,15980,15782,
600,12055,15985,15784,
601,12075,15989,15786,
602,12095,15993,15787,
603,12115,15997,15788,
604,12135,15999,15790,
605,12155,16001,15790,
606,12175,16003,15790,
607,12195,16006,15792,
608,12215,16010,15793,
609,12235,16014,15794,
610,12256,16019,15797,
611,12275,16025,15799,
612,12296,16033,15801,
613,12316,16039,15804,
614,12336,16045,15805,
615,12356,16050,15808,
616,12376,16056,15811,
617,12396,16062,15813,
618,12416,16068,15816,
619,12436,16074,15818,
620,12457,16079,15819,
621,12476,16084,15821,
622,12497,16089,15823,
623,12517,16094,15825,
624,12537,16100,15828,
625,12557,16107,15829,
626,12577,16112,15831,
627,12597,16119,15834,
628,12617,16125,15837,
629,12637,16134,15840,
630,12658,16140,15842,
631,12677,16139,15842,
632,12698,16108,15827,
633,12717,16055,15805,
634,12737,16010,15787,
635,12758,15982,15776,
636,12778,15971,15772,
637,12798,15971,15771,
638,12818,15973,15772,
639,12838,15976,15773,
640,12858,15978,15774,
641,12878,15977,15773,
642,12899,15977,15773,
643,12918,15979,15774,
644,12939,15983,15775,
645,12959,15989,15777,
646,12979,15994,15779,
647,12999,15998,15780,
648,13019,16000,15781,
649,13039,16003,15781,
650,13059,16006,15782,
651,13079,16010,15783,
652,13099,16014,15785,
653,13120,16018,15787,
654,13139,16024,15789,
655,13160,16030,15791,
656,13180,16036,15793,
657,13200,16041,15794,
658,13220,16045,15796,
659,13240,16051,15799,
660,13260,16057,15801,
661,13280,16062,15803,
662,13300,16067,15804,
663,13321,16071,15805,
664,13340,16075,15807,
665,13361,16080,15809,
666,13380,16084,15811,
667,13401,16089,15813,
668,13420,16094,15814,
669,13441,16100,15817,
670,13461,16106,15819,
671,13481,16112,15821,
672,13501,16118,15824,
673,13521,16111,15821,
674,13541,16076,15805,
675,13562,16030,15786,
676,13581,15995,15772,
677,13602,15977,15765,
678,13622,15972,15764,
679,13642,15973,15763,
680,13662,15976,15764,
681,13682,15979,15765,
682,13702,15980,15766,
683,13722,15981,15766,
684,13742,15982,15767,
685,13762,15987,15769,
686,13782,15993,15771,
687,13803,15997,15772,
688,13822,16000,15773,
689,13842,16000,15773,
690,13863,16002,15774,
691,13883,16004,15775,
692,13903,16007,15776,
693,13923,16011,15777,
694,13943,16016,15779,
695,13963,16022,15782,
696,13983,16029,15785,
697,14003,16035,15787,
698,14030,16042,15790,
699,14044,16047,15792,
700,14063,16052,15794,
701,14084,16058,15795,
702,14104,16063,15798,
703,14124,16068,15800,
704,14144,16074,15802,
705,14164,16079,15804,
706,14184,16083,15805,
707,14204,16088,15807,
708,14225,16093,15810,
709,14244,16099,15812,
710,14265,16106,15815,
711,14285,16114,15817,
712,14305,16120,15820,
713,14325,16114,15816,
714,14345,16078,15801,
715,14365,16031,15781,
716,14385,15992,15765,
717,14405,15971,15757,
718,14426,15964,15754,
719,14445,15965,15755,
720,14466,15967,15756,
721,14485,15969,15757,
722,14506,15971,15757,
723,14526,15970,15756,
724,14550,15969,15756,
725,14566,15971,15757,
726,14586,15977,15759,
727,14606,15983,15762,
728,14626,15987,15763,
729,14646,15989,15763,
730,14667,15991,15764,
731,14686,15993,15765,
732,14707,15995,15766,
733,14726,15998,15768,
734,14747,16004,15769,
735,14767,16010,15772,
736,14787,16015,15773,
737,14807,16021,15775,
738,14827,16025,15776,
739,14847,16032,15779,
740,14868,16038,15781,
741,14887,16045,15784,
742,14908,16051,15786,
743,14927,16057,15788,
744,14948,16063,15790,
745,14967,16068,15793,
746,14988,16073,15794,
747,15008,16079,15797,
748,15028,16085,15799,
749,15048,16090,15801,
750,15070,16095,15803,
751,15088,16101,15806,
752,15109,16107,15808,
753,15129,16114,15810,
754,15148,16120,15812,
755,15169,16125,15814,
756,15188,16132,15817,
757,15209,16140,15821,
758,15229,16137,15820,
759,15249,16102,15804,
760,15269,16047,15780,
761,15289,15999,15762,
762,15309,15972,15750,
763,15329,15961,15747,
764,15349,15960,15747,
765,15370,15961,15747,
766,15389,15964,15748,
767,15410,15964,15747,
768,15430,15962,15747,
769,15450,15960,15746,
770,15470,15960,15746,
771,15490,15963,15748,
772,15511,15969,15749,
773,15530,15975,15751,
774,15551,15979,15753,
775,15570,15981,15754,
776,15591,15984,15755,
777,15611,15987,15756,
778,15631,15989,15757,
779,15651,15993,15758,
780,15671,15997,15759,
781,15691,16001,15762,
782,15711,16008,15763,
783,15731,16013,15765,
784,15751,16020,15768,
785,15771,16026,15770,
786,15791,16032,15772,
787,15812,16038,15774,
788,15831,16044,15777,
789,15852,16050,15779,
790,15872,16056,15781,
791,15892,16060,15783,
792,15912,16066,15785,
793,15932,16072,15787,
794,15952,16077,15790,
795,15972,16083,15792,
796,15992,16090,15794,
797,16013,16096,15796,
798,16032,16103,15799,
799,16053,16109,15801,
800,16073,16117,15805,
801,16093,16124,15807,
802,16113,16133,15811,
803,16133,16141,15814,
804,16153,16146,15815,
805,16173,16126,15805,
806,16193,16074,15783,
807,16213,16022,15763,
808,16233,15984,15747,
809,16253,15967,15740,
810,16274,15962,15739,
811,16294,15963,15739,
812,16314,15966,15740,
813,16334,15968,15741,
814,16354,15968,15740,
815,16374,15967,15740,
816,16394,15966,15739,
817,16415,15968,15740,
818,16434,15973,15742,
819,16454,15979,15744,
820,16474,15983,15746,
821,16495,15987,15747,
822,16515,15989,15747,
823,16535,15992,15748,
824,16555,15994,15749,
825,16575,15997,15750,
826,16595,16003,15751,
827,16615,16008,15753,
828,16635,16015,15755,
829,16655,16022,15758,
830,16675,16028,15761,
831,16696,16035,15763,
832,16715,16041,15765,
833,16736,16048,15768,
834,16756,16054,15771,
835,16776,16061,15772,
836,16796,16066,15774,
837,16816,16071,15777,
838,16836,16076,15778,
839,16856,16081,15780,
840,16877,16087,15782,
841,16896,16093,15784,
842,16917,16099,15785,
843,16936,16104,15788,
844,16957,16111,15791,
845,16977,16117,15793,
846,16997,16123,15796,
847,17017,16130,15796,
848,17037,16134,15799,
849,17057,16140,15801,
850,17077,16147,15805,
851,17097,16154,15808,
852,17118,16152,15806,
853,17137,16118,15791,
854,17158,16063,15767,
855,17178,16016,15748,
856,17198,15985,15736,
857,17218,15973,15732,
858,17238,15971,15731,
859,17258,15972,15732,
860,17278,15974,15732,
861,17298,15974,15733,
862,17318,15973,15733,
863,17339,15972,15732,
864,17358,15973,15732,
865,17379,15977,15733,
866,17399,15983,15735,
867,17419,15985,15737,
868,17439,15986,15737,
869,17459,15988,15738,
870,17479,15989,15738,
871,17499,15990,15738,
872,17519,15993,15739,
873,17539,15996,15740,
874,17559,16001,15741,
875,17580,16006,15743,
876,17599,16012,15745,
877,17620,16018,15748,
878,17640,16023,15749,
879,17660,16029,15752,
880,17680,16034,15754,
881,17700,16038,15756,
882,17720,16043,15757,
883,17741,16047,15759,
884,17760,16051,15760,
885,17781,16054,15761,
886,17800,16058,15763,
887,17821,16061,15764,
888,17841,16067,15767,
889,17861,16073,15768,
890,17881,16078,15770,
891,17901,16083,15773,
892,17921,16082,15772,
893,17941,16062,15764,
894,17961,16022,15747,
895,17981,15982,15730,
896,18001,15958,15720,
897,18022,15947,15716,
898,18041,15945,15715,
899,18062,15947,15716,
900,18082,15948,15717,
901,18102,15950,15717,
902,18122,15949,15716,
903,18142,15948,15715,
904,18162,15949,15715,
905,18189,15952,15717,
906,18202,15957,15718,
907,18222,15959,15719,
908,18242,15960,15719,
909,18263,15959,15718,
910,18282,15959,15718,
911,18303,15960,15718,
912,18323,15962,15718,
913,18343,15965,15719,
914,18363,15970,15722,
915,18383,15975,15723,
916,18403,15980,15725,
917,18423,15985,15728,
918,18444,15991,15730,
919,18463,15996,15732,
920,18484,16001,15734,
921,18504,16006,15735,
922,18524,16010,15737,
923,18544,16014,15739,
924,18564,16020,15741,
925,18584,16024,15742,
926,18604,16027,15742,
927,18624,16031,15743,
928,18645,16035,15745,
929,18664,16041,15749,
930,18685,16045,15751,
931,18710,16050,15752,
932,18725,16054,15754,
933,18744,16059,15755,
934,18765,16065,15758,
935,18785,16070,15759,
936,18805,16063,15757,
937,18825,16030,15742,
938,18845,15984,15723,
939,18865,15948,15707,
940,18886,15929,15700,
941,18905,15922,15698,
942,18926,15920,15697,
943,18945,15921,15698,
944,18966,15922,15697,
945,18986,15922,15696,
946,19006,15920,15696,
947,19026,15918,15694,
948,19046,15917,15694,
949,19066,15921,15695,
950,19086,15927,15697,
951,19107,15931,15698,
952,19127,15933,15699,
953,19146,15935,15700,
954,19167,15937,15701,
955,19187,15940,15702,
956,19207,15944,15703,
957,19229,15947,15704,
958,19247,15952,15706,
959,19267,15957,15708,
960,19287,15963,15710,
961,19307,15969,15713,
962,19328,15976,15714,
963,19347,15980,15717,
964,19368,15986,15718,
965,19388,15990,15720,
966,19408,15995,15723,
967,19428,16000,15724,
968,19448,16004,15726,
969,19468,16009,15727,
970,19488,16013,15729,
971,19508,16019,15731,
972,19528,16023,15733,
973,19548,16028,15735,
974,19569,16031,15737,
975,19588,16036,15738,
976,19609,16041,15740,
977,19629,16045,15742,
978,19649,16050,15744,
979,19669,16057,15747,
980,19689,16063,15749,
981,19709,16065,15749,
982,19729,16045,15739,
983,19750,16001,15721,
984,19770,15957,15703,
985,19790,15929,15692,
986,19810,15917,15687,
987,19830,15914,15686,
988,19850,15915,15685,
989,19870,15916,15686,
990,19890,15916,15686,
991,19910,15913,15684,
992,19930,15911,15683,
993,19950,15910,15683,
994,19970,15912,15684,
995,19991,15917,15685,
996,20011,15922,15687,
997,20031,15925,15688,
998,20050,15926,15688,
999,20071,15928,15688,
1000,20091,15928,15688,
